//t, Inflow, WAS_Flow, RAS_Flow, Temp, R1_VSS_Inflow_Concentration, R1_sCOD_Inflow_Concentration, R1_NH3_Inflow_Concentration, R1_NO3_Inflow_Concentration, R5_MeOH_Inflow, Stl_t_TKN_Concentration
1468.9,116636.2,635.515,114422.9,5,6.309177,21.91694,17.39581,1.710508,7315828,0.4180297
1469,114166.6,610.788,111737.7,5.019436,6.671475,22.6618,17.47434,1.705654,7341470,0.4179671
1469.1,112883.9,544.43,110518.4,5.184995,7.061893,23.6597,17.57269,1.732553,7610548,0.4181766
1469.2,112077.8,544.325,110255.6,5.415484,7.315386,24.04777,17.87093,1.811411,8216211,0.417341
1469.3,111642,527.264,110085.8,5.476083,8.427852,25.34838,17.9461,1.847648,8451641,0.4168096
1469.4,111613.5,515.519,110041.3,5.572631,9.450302,26.2,17.78462,1.818552,8365612,0.4165002
1469.5,109068.8,527.024,109509.4,5.757235,9.908672,26.2,17.71173,1.8,8359150,0.4157576
1469.6,103976.1,506.577,108323.1,5.914297,10.60166,26.29629,17.79573,1.839204,8436340,0.4152462
1469.7,100058,456.986,106860.1,5.988719,11.07661,26.40603,18.00321,1.956352,8593021,0.4152775
1469.8,97507.22,445.199,105029.3,6,10.91958,26.29629,18.12292,2.060028,8696501,0.4155316
1469.9,96787.75,409.355,104283.9,6,10.46945,26.2,18.19609,2.085652,8753594,0.4156681
1470,97273.55,394.652,104780.3,6,9.845305,26.19388,18.44406,2.113506,8886315,0.4152967
1470.1,96409.45,429.178,103821.2,6,9.312002,26.1869,18.7463,2.201384,9040263,0.4146921
1470.2,96068.09,394.472,103560.8,6,9.308517,26.19388,18.91518,2.313438,9155376,0.4142142
1470.3,96802.85,375.981,104879.4,6,9.484443,26.2,18.99509,2.377884,9239455,0.4137568
1470.4,96290.78,417.976,104179,6,9.863805,26.2,19.04904,2.396362,9301333,0.4134825
1470.5,95574.58,398.278,102917.8,6,9.812818,26.2,19.0601,2.4,9323108,0.4135267
1470.6,95553.81,362.228,103000,6,9.290705,26.11989,19.07736,2.4,9396397,0.4136122
1470.7,94837.2,398.058,101234.2,6,9.308836,26.02859,19.097,2.4,9607155,0.4137408
1470.8,94018.41,361.33,99480.07,6,9.945713,26.11989,19.1,2.419337,9913608,0.413977
1470.9,93988.22,309.975,99721,6,10.08572,26.2,19.1,2.472001,10177150,0.4141123
1471,93744.27,353.681,99429.2,6,9.945961,26.2,19.1,2.533179,10354960,0.4141806
1471.1,93168.05,326.867,98245.17,6,9.868193,26.2,19.1,2.582313,10531020,0.4143338
1471.2,92989.35,261.54,98104.26,6,9.853129,26.2,19.1,2.6,10620260,0.4144996
1471.3,93115.85,245.117,98872.98,6,9.366628,25.72204,19.1,2.6,10594510,0.4145276
1471.4,92783.23,290.422,97677.88,6,8.725401,25.17732,19.1,2.6,10620120,0.4146162
1471.5,92235.84,260.338,95025.46,6.106178,9.173662,25.72204,19.1,2.597848,10586330,0.4147499
1471.6,92039.96,137.954,94004.27,6.274674,9.775051,26.2,19.1,2.579649,10432070,0.4145101
1471.7,92025.6,145.719,94674.43,6.351407,9.75269,26.2,19.1,2.564158,10405770,0.4140202
1471.8,92338.76,131.316,96912.55,6.354784,9.733223,26.2,19.1,2.584255,10595940,0.4135113
1471.9,92621.09,149.565,98620.49,6.143618,9.680623,26.2,19.1,2.6,10727380,0.4137247
1472,92611.47,254.766,98720,6.129003,9.778372,26.2,19.1,2.6,10772460,0.4140883
1472.1,92652.18,157.992,99250.17,6.448873,10.60166,26.50887,19.1,2.6,10709900,0.4135035
1472.2,92694.72,242.78,99730.01,6.833168,12.15409,27.47838,19.1,2.6,10525710,0.4120081
1472.3,92460.98,243.418,99194.38,7.320248,13.63541,29.31553,19.1,2.6,10396930,0.4096644
1472.4,92197.32,235.022,98584.96,7.611486,15.2932,33.32926,19.1,2.6,10370700,0.4074553
1472.5,92065.56,139.276,98292.5,7.546688,16.54407,36.3892,19.1,2.6,10441860,0.4062476
1472.6,91623.1,225.034,97306.72,7.595119,15.96572,34.34745,19.1,2.6,10519170,0.4049696
1472.7,91579.92,97.3913,97634.86,7.926211,15.57933,32.81687,19.1,2.6,10453980,0.402859
1472.8,92049.39,133.891,99327.28,8.201082,17.44212,36.37777,19.06724,2.575503,10289450,0.4008294
1472.9,92517.86,149.455,100744.3,8.314132,19.60957,40.81264,18.96211,2.500071,10007250,0.3995032
